customer_id,qtt_order,total_spent,last_order
4864,43,23968.01,2022-03-01 23:00:00
4865,19,202685.19,2022-05-01 02:00:00
4866,19,154100.08,2022-08-04 10:00:00
4867,24,154845.52,2022-01-24 22:00:00
4868,10,89322.01,2022-05-19 18:00:00
4869,300,749318.4,2022-10-09 09:00:00
4870,110,234532.56,2022-04-19 00:00:00
4871,158,510136.91,2022-10-03 12:00:00
4872,30,205371.43,2022-02-26 21:00:00
4873,64,1080399.24,2022-01-26 05:00:00
4874,45,61959.68,2022-08-17 17:00:00
4875,25,259087.83,2022-01-04 19:00:00
4876,56,55610.1,2022-06-07 22:00:00
4877,12,307754.46,2022-11-14 05:00:00
4878,104,544813.93,2022-11-01 16:00:00
4879,48,94648.13,2022-09-03 08:00:00
4880,1,128688.68,2022-05-24 07:00:00
4881,688,132712.74,2022-04-24 15:00:00
4882,410,564667.2,2022-07-02 18:00:00
4883,40,106113.95,2022-02-26 13:00:00
4884,90,226833.88,2022-04-02 14:00:00
4885,332,541262.16,2022-03-29 05:00:00
4886,43,146067.59,2022-06-16 23:00:00
4887,89,761692.61,2022-08-24 10:00:00
4888,55,787458.92,2022-04-29 04:00:00
4889,271,130587.44,2022-09-13 08:00:00
4890,22,129955.35,2022-02-25 08:00:00
4891,250,158870.09,2022-08-22 16:00:00
4892,31,78904.16,2022-03-25 14:00:00
4893,74,122256.34,2022-07-06 02:00:00
4894,9,248737.82,2022-05-31 23:00:00
4895,43,551994.72,2022-03-17 19:00:00
4896,14,263820.96,2022-02-24 14:00:00
4897,30,85988.17,2022-05-07 11:00:00
4898,19,36286.58,2022-09-27 01:00:00
4899,306,269651.38,2022-08-29 11:00:00
4900,4,16257.7,2022-06-03 15:00:00
4901,16,113053.16,2022-09-18 19:00:00
4902,41,102321.13,2022-08-22 20:00:00
4903,140,226517.72,2022-02-10 13:00:00
4904,95,101454.53,2022-07-25 01:00:00
4905,38,87393.06,2022-09-15 09:00:00
4906,54,1549451.73,2022-05-29 21:00:00
4907,278,316659.32,2022-10-31 16:00:00
4908,72,471391.05,2022-06-28 03:00:00
4909,171,538586.03,2022-06-12 06:00:00
4910,65,98393.49,2022-05-05 01:00:00
4911,62,72507.36,2022-11-17 13:00:00
4912,29,117275.68,2022-08-26 07:00:00
4913,168,131266.19,2022-09-23 11:00:00
4914,296,1209427.44,2022-07-22 23:00:00
4915,610,37984.56,2022-10-18 14:00:00
4916,7,335086.13,2021-12-11 13:00:00
4917,103,135976.79,2022-09-19 14:00:00
4918,51,247664.72,2022-05-14 14:00:00
4919,370,518828.58,2022-08-10 12:00:00
4920,12,23786.49,2022-06-05 02:00:00
4921,31,90517.46,2022-05-15 09:00:00
4922,54,74116.05,2022-02-18 12:00:00
4923,553,262308.07,2022-09-03 13:00:00
4924,94,429181.59,2022-09-11 14:00:00
4925,541,729096.29,2022-09-27 22:00:00
4926,12,782044.23,2022-01-24 12:00:00
4927,794,1341832.99,2022-09-18 03:00:00
4928,36,25339.04,2022-01-30 03:00:00
4929,83,304773.99,2022-03-21 00:00:00
4930,731,750603.21,2022-05-28 17:00:00
4931,166,125624.74,2022-04-27 23:00:00
4932,32,284502.55,2022-05-10 03:00:00
4933,176,142287.96,2022-07-19 03:00:00
4934,58,202093.83,2022-12-13 21:00:00
4935,89,142020.64,2022-10-26 08:00:00
4936,17,112621.39,2022-10-24 12:00:00
4937,58,30375.43,2022-10-15 13:00:00
4938,78,290193.3,2022-06-14 22:00:00
4939,8,74179.99,2022-04-29 11:00:00
4940,300,322290.69,2022-10-02 00:00:00
4941,19,37026.78,2022-08-26 09:00:00
4942,186,49152.85,2022-07-10 20:00:00
4943,18,363336.15,2022-02-03 05:00:00
4944,57,102577.52,2022-01-23 12:00:00
4945,156,278969.81,2022-10-19 02:00:00
4946,46,244753.11,2022-11-26 20:00:00
4947,10,101159.14,2022-04-19 05:00:00
4948,49,318534.84,2022-06-20 07:00:00
4949,22,28020.63,2022-08-31 21:00:00
4950,71,33553.8,2022-04-14 11:00:00
4951,70,84020.32,2022-07-14 02:00:00
4952,207,80012.74,2022-11-21 19:00:00
4953,82,575295.26,2022-03-31 10:00:00
4954,8,20534.77,2022-04-09 06:00:00
4955,776,373463.96,2022-04-05 10:00:00
4956,69,80483.04,2022-05-30 20:00:00
4957,282,236173.33,2022-11-18 21:00:00
4958,509,870428.28,2022-07-31 06:00:00
4959,96,342605.34,2022-06-14 15:00:00
4960,60,977976.66,2022-04-06 11:00:00
4961,26,71505.4,2022-11-29 06:00:00
4962,59,192214.11,2022-03-04 09:00:00
4963,78,32919.53,2022-10-02 07:00:00
4964,24,134792.52,2022-08-05 15:00:00
4965,4,432170.12,2022-06-14 00:00:00
4966,195,214055.82,2022-07-25 03:00:00
4967,88,84157.35,2022-11-06 06:00:00
4968,4,72481.54,2022-03-27 23:00:00
4969,29,13512.7,2022-07-13 17:00:00
4970,50,10889.02,2022-02-08 20:00:00
4971,117,98295.68,2022-09-12 15:00:00
4972,164,576501.94,2022-09-15 20:00:00
4973,120,854554.52,2022-01-28 18:00:00
4974,8,122204.05,2022-04-16 22:00:00
4975,392,137879.32,2022-02-19 22:00:00
4976,23,68602.94,2022-05-22 15:00:00
4977,14,107524.4,2022-03-03 00:00:00
4978,120,996417.93,2022-06-27 03:00:00
4979,197,229337.33,2022-05-24 20:00:00
4980,23,63579.36,2022-09-02 16:00:00
4981,40,1413363.28,2022-08-24 13:00:00
4982,9,9967.71,2022-07-15 22:00:00
4983,122,92287.18,2022-11-02 14:00:00
4984,75,309667.72,2022-05-31 05:00:00
4985,9,160229.93,2022-03-24 17:00:00
4986,36,150382.71,2022-12-04 12:00:00
4987,8,134152.81,2022-07-11 21:00:00
4988,48,47126.31,2022-09-16 23:00:00
4989,31,102105.51,2022-08-01 08:00:00
4990,143,61700.29,2022-03-25 22:00:00
4991,136,116398.17,2022-04-22 14:00:00
4992,63,168497.19,2022-09-13 06:00:00
4993,69,125937.02,2022-06-17 14:00:00
4994,31,144912.31,2022-02-11 10:00:00
4995,98,23930.85,2022-01-14 07:00:00
4996,97,1024026.19,2022-05-17 20:00:00
4997,85,83156.47,2022-02-11 12:00:00
4998,10,397244.78,2022-02-09 08:00:00
4999,117,826443.62,2022-06-26 14:00:00
5000,59,374643.3,2022-12-17 13:00:00
5001,147,153491.93,2022-09-17 18:00:00
5002,22,52445.5,2022-11-27 01:00:00
5003,77,95769.72,2021-12-28 21:00:00
5004,16,266197.74,2022-12-07 08:00:00
5005,90,50165.53,2022-06-09 20:00:00
5006,369,829232.23,2022-10-04 15:00:00
5007,49,717021.48,2022-07-06 12:00:00
5008,65,357610.71,2022-11-10 13:00:00
5009,52,535664.01,2022-04-01 00:00:00
5010,326,20698.62,2022-01-25 09:00:00
5011,129,53148.48,2022-08-12 08:00:00
5012,98,140248.62,2022-06-29 10:00:00
5013,280,43852.23,2022-02-14 04:00:00
5014,63,480221.34,2022-01-11 12:00:00
5015,6,67531.51,2022-03-18 18:00:00
5016,99,602850.47,2022-07-28 18:00:00
5017,17,33870.81,2022-01-25 21:00:00
5018,90,166193.44,2022-05-18 06:00:00
5019,262,350507.93,2022-07-12 21:00:00
5020,21,288314.52,2022-04-09 23:00:00
5021,0,17630.21,2022-08-15 01:00:00
5022,49,267363.16,2022-02-27 03:00:00
5023,28,123788.36,2022-10-13 03:00:00
5024,20,61049.94,2022-03-27 01:00:00
5025,23,33834.38,2021-12-19 08:00:00
5026,24,130643.39,2022-03-03 12:00:00
5027,19,84857.22,2022-02-12 03:00:00
5028,37,155588.96,2022-05-20 05:00:00
5029,220,365554.06,2022-07-09 00:00:00
5030,194,539427.71,2022-05-26 15:00:00
5031,111,334883.79,2022-01-11 09:00:00
5032,60,59209.46,2022-05-16 12:00:00
5033,90,258046.7,2022-04-10 11:00:00
5034,56,34039.66,2022-03-23 14:00:00
5035,91,25481.29,2022-03-26 12:00:00
5036,147,257192.86,2022-09-24 23:00:00
5037,21,106945.94,2022-02-16 23:00:00
5038,6,37101.46,2022-07-03 02:00:00
5039,117,683429.79,2022-02-15 08:00:00
5040,207,1390137.17,2022-06-23 02:00:00
5041,50,732391.35,2022-09-25 03:00:00
5042,330,98199.14,2022-03-29 15:00:00
5043,51,208847.28,2022-10-07 21:00:00
5044,7,26148.62,2022-10-15 23:00:00
5045,42,98921.19,2022-02-17 03:00:00
5046,13,69560.57,2022-12-01 23:00:00
5047,88,124993.74,2022-08-07 13:00:00
5048,27,142043.26,2022-01-31 13:00:00
5049,21,322680.1,2022-09-03 00:00:00
5050,29,39875.27,2022-07-09 00:00:00
5051,59,77951.36,2022-03-20 21:00:00
5052,97,813553.21,2022-11-17 12:00:00
5053,59,30284.58,2022-01-07 18:00:00
5054,14,160366.3,2022-08-31 18:00:00
5055,21,693515.92,2022-05-02 22:00:00
5056,280,187264.79,2022-05-22 14:00:00
5057,89,37884.97,2022-01-29 23:00:00
5058,80,13263.85,2022-07-12 00:00:00
5059,85,200226.21,2022-06-22 11:00:00
5060,4,108505.93,2022-01-08 07:00:00
5061,50,173481.84,2022-02-10 11:00:00
5062,45,130891.89,2022-05-14 08:00:00
5063,351,398043.03,2022-05-23 02:00:00
5064,42,244537.21,2022-08-02 01:00:00
5065,291,197785.85,2022-07-30 23:00:00
5066,5,9685.39,2022-08-02 22:00:00
5067,57,163504.32,2022-04-24 21:00:00
5068,19,158146.82,2022-02-08 18:00:00
5069,49,38798.05,2022-01-21 23:00:00
5070,44,378036.8,2022-10-19 04:00:00
5071,56,9691.17,2022-06-19 12:00:00
5072,20,105948.8,2022-09-27 20:00:00
5073,24,51897.3,2022-09-05 13:00:00
5074,410,186823.43,2022-09-29 07:00:00
5075,21,11742.49,2022-02-21 04:00:00
5076,23,172001.85,2022-06-13 19:00:00
5077,41,48620.2,2022-09-06 11:00:00
5078,39,114806.59,2022-01-09 01:00:00
5079,16,97605.17,2022-12-11 22:00:00
5080,116,913988.48,2022-11-03 02:00:00
5081,6,194450.1,2022-03-24 02:00:00
5082,24,140813.11,2022-08-11 13:00:00
5083,45,170340.79,2022-05-28 00:00:00
5084,10,23645.99,2022-08-11 05:00:00
5085,240,717101.62,2022-08-20 11:00:00
5086,25,85617.99,2022-07-02 13:00:00
5087,83,231485.07,2022-04-20 15:00:00
5088,14,20132.77,2022-01-16 13:00:00
5089,571,109869.21,2022-04-17 07:00:00
5090,12,94110.05,2022-05-16 12:00:00
5091,4,59839.14,2022-06-14 02:00:00
5092,59,124829.06,2022-07-31 03:00:00
5093,19,12065.47,2022-03-21 18:00:00
5094,94,202038.85,2022-06-10 06:00:00
5095,204,150250.66,2022-07-04 13:00:00
5096,95,256924.67,2022-10-17 06:00:00
5097,52,489210.78,2022-01-17 02:00:00
5098,25,92490.55,2022-05-13 22:00:00
5099,733,309701.04,2022-09-14 06:00:00
5100,14,238569.07,2022-05-08 10:00:00
5101,35,80038.85,2022-09-09 23:00:00
5102,106,222553.5,2022-09-04 00:00:00
5103,19,211561.66,2022-03-05 20:00:00
5104,119,70471.26,2022-05-01 04:00:00
5105,18,63243.3,2022-04-08 16:00:00
5106,12,137080.01,2022-04-01 10:00:00
5107,45,106415.43,2022-04-26 14:00:00
5108,30,27042.22,2022-02-19 10:00:00
5109,147,81439.07,2022-05-30 23:00:00
5110,38,271986.32,2022-10-18 17:00:00
5111,154,161889.17,2022-04-30 14:00:00
5112,59,30496.23,2022-06-03 18:00:00
5113,305,72421.36,2022-04-01 02:00:00
5114,131,316111.73,2022-02-03 18:00:00
5115,138,202210.63,2022-05-28 04:00:00
5116,305,130810.4,2022-04-08 14:00:00
5117,84,491276.09,2022-09-04 19:00:00
5118,63,63667.7,2022-08-11 23:00:00
5119,41,37262.04,2022-04-27 22:00:00
5120,40,429781.52,2022-03-06 04:00:00
5121,19,622236.78,2022-09-30 20:00:00
5122,381,1067352.98,2022-01-13 04:00:00
5123,35,247644.44,2022-08-11 14:00:00
5124,29,531461.33,2022-08-09 20:00:00
5125,143,135641.54,2022-03-29 06:00:00
5126,58,60561.35,2022-10-22 15:00:00
5127,93,202217.03,2022-04-13 14:00:00
5128,104,165700.62,2022-09-02 06:00:00
5129,30,111352.07,2022-02-12 02:00:00
5130,25,82894.64,2022-07-06 01:00:00
5131,49,181819.26,2022-05-05 16:00:00
5132,55,122539.17,2022-04-28 21:00:00
5133,55,129645.6,2022-03-31 16:00:00
5134,56,167129.69,2022-01-21 07:00:00
5135,33,238598.75,2022-02-05 04:00:00
5136,95,11615.37,2022-03-05 19:00:00
5137,513,203361.76,2022-04-19 20:00:00
5138,24,68606.71,2022-03-03 08:00:00
5139,91,41408.82,2022-05-27 02:00:00
5140,46,798519.1,2022-03-15 21:00:00
5141,25,74534.51,2022-07-04 04:00:00
5142,60,159154.64,2022-02-25 01:00:00
5143,33,97505.16,2022-07-30 04:00:00
5144,38,75446.89,2022-07-19 19:00:00
5145,48,63416.57,2022-06-08 07:00:00
5146,7,152088.62,2022-03-27 08:00:00
5147,37,61866.51,2022-03-03 03:00:00
5148,202,32328.74,2022-08-23 16:00:00
5149,26,198667.35,2022-08-01 13:00:00
5150,31,9945.54,2022-05-20 19:00:00
5151,18,9128.22,2022-09-09 10:00:00
5152,48,134124.45,2022-07-24 03:00:00
5153,82,120912.23,2022-10-20 02:00:00
5154,38,695774.01,2022-09-01 23:00:00
5155,65,94128.52,2022-07-09 13:00:00
5156,55,173680.07,2022-08-23 05:00:00
5157,93,407961.9,2022-08-18 21:00:00
5158,73,300856.28,2022-08-26 01:00:00
5159,206,105833.9,2022-01-13 10:00:00
5160,39,56454.44,2022-09-29 06:00:00
5161,43,167664.11,2022-06-25 18:00:00
5162,2,90325.99,2022-11-01 09:00:00
5163,70,175587.79,2022-09-21 08:00:00
5164,30,164949.12,2022-06-03 15:00:00
5165,5,11837.41,2022-03-29 12:00:00
5166,11,60828.27,2022-10-11 04:00:00
5167,293,264500.17,2022-04-02 17:00:00
5168,13,17732.91,2022-08-17 11:00:00
5169,141,121144.85,2022-11-28 06:00:00
5170,118,167932.91,2022-04-29 00:00:00
5171,44,147790.06,2022-03-09 18:00:00
5172,40,245565.71,2022-02-19 19:00:00
5173,93,482625.75,2022-10-14 18:00:00
5174,160,276067.93,2022-06-16 04:00:00
5175,52,295073.1,2022-10-28 01:00:00
5176,12,6103.4,2022-03-10 19:00:00
5177,67,125242.38,2022-03-13 10:00:00
5178,67,206004.46,2022-02-16 07:00:00
5179,27,294059.84,2022-08-04 17:00:00
5180,393,351155.34,2022-05-23 16:00:00
5181,19,102894.44,2022-03-02 02:00:00
5182,63,462040.02,2022-03-23 06:00:00
5183,12,392745.77,2022-08-14 22:00:00
5184,150,434168.67,2022-08-10 01:00:00
5185,2,103621.23,2022-07-23 23:00:00
5186,23,174646.92,2022-03-04 09:00:00
5187,150,945213.46,2022-04-25 16:00:00
5188,9,101703.73,2022-07-28 18:00:00
5189,99,997552.23,2022-01-06 18:00:00
5190,37,317065.33,2022-04-12 07:00:00
5191,61,254617.56,2022-05-10 16:00:00
5192,119,112178.39,2022-03-14 08:00:00
5193,86,91390.45,2022-07-17 01:00:00
5194,136,242566.87,2022-09-11 02:00:00
5195,59,103768.11,2022-10-23 08:00:00
5196,34,37228.68,2022-07-31 23:00:00
5197,159,75888.38,2022-04-15 20:00:00
5198,108,278521.82,2022-04-16 08:00:00
5199,182,527751.44,2022-06-12 20:00:00
5200,36,38822.7,2022-04-21 15:00:00
5201,34,358121.67,2022-02-09 11:00:00
5202,14,99936.53,2022-01-30 13:00:00
5203,74,71062.07,2022-03-28 04:00:00
5204,12,50194.95,2022-05-03 14:00:00
5205,24,120802.0,2022-08-23 01:00:00
5206,75,137001.82,2022-06-03 10:00:00
5207,5,115088.87,2022-02-07 15:00:00
5208,222,296460.67,2022-08-09 18:00:00
5209,337,271495.39,2022-10-09 14:00:00
5210,37,201347.17,2022-10-02 19:00:00
5211,174,1152541.56,2022-08-07 18:00:00
5212,81,135421.17,2022-11-07 13:00:00
5213,60,37683.7,2022-02-10 02:00:00
5214,5,18370.1,2022-08-30 07:00:00
5215,76,71489.88,2022-03-01 02:00:00
5216,80,102284.01,2022-02-18 11:00:00
5217,44,301856.84,2022-03-31 01:00:00
5218,46,777091.27,2022-10-22 07:00:00
5219,30,119761.87,2022-04-14 15:00:00
5220,50,592247.46,2022-08-03 13:00:00
5221,196,200986.64,2022-02-06 11:00:00
5222,28,18145.07,2022-10-25 19:00:00
5223,65,101061.14,2022-08-11 14:00:00
5224,36,228336.19,2022-10-25 13:00:00
5225,54,477298.37,2022-11-15 11:00:00
5226,13,102048.53,2022-06-25 00:00:00
5227,170,129957.5,2022-07-18 07:00:00
5228,10,125380.4,2022-03-22 10:00:00
5229,148,12494.54,2022-05-17 17:00:00
5230,15,49847.65,2022-11-02 21:00:00
5231,87,206570.52,2022-09-26 08:00:00
5232,6,64813.24,2022-02-09 07:00:00
5233,117,64882.35,2022-05-31 13:00:00
5234,15,91905.87,2022-11-19 22:00:00
5235,11,27500.65,2022-09-27 20:00:00
5236,93,172103.8,2022-12-04 11:00:00
5237,29,135378.15,2022-06-12 06:00:00
5238,203,25709.08,2022-02-05 08:00:00
5239,27,278274.77,2022-04-01 07:00:00
5240,26,253098.59,2022-05-17 00:00:00
5241,9,28834.7,2022-01-24 11:00:00
5242,246,20247.53,2022-10-04 22:00:00
5243,66,1924.74,2022-08-03 22:00:00
5244,24,46803.75,2022-08-15 13:00:00
5245,200,229423.76,2022-06-14 21:00:00
5246,34,586311.54,2022-08-03 20:00:00
5247,445,462662.58,2022-10-06 16:00:00
5248,57,176655.58,2022-09-07 10:00:00
5249,77,319311.13,2022-09-26 17:00:00
5250,267,1477719.63,2022-10-14 02:00:00
5251,44,1262062.16,2022-03-31 15:00:00
5252,105,56133.23,2022-03-26 01:00:00
5253,418,274148.63,2022-08-22 20:00:00
5254,74,239847.42,2022-09-09 06:00:00
5255,33,144571.08,2022-04-01 21:00:00
5256,4,16434.19,2022-02-20 18:00:00
5257,18,6359.66,2022-07-01 01:00:00
5258,127,190932.3,2022-07-31 21:00:00
5259,223,31194.81,2022-04-03 22:00:00
5260,168,15370.18,2022-12-09 03:00:00
5261,672,307873.61,2022-08-08 19:00:00
5262,9,54953.82,2022-01-14 02:00:00
5263,52,69423.88,2022-11-21 10:00:00
5264,248,649083.11,2022-01-09 11:00:00
5265,176,404481.51,2022-11-08 09:00:00
5266,20,15754.86,2022-07-16 15:00:00
5267,294,124504.47,2022-04-09 07:00:00
5268,51,261629.13,2022-12-03 13:00:00
5269,19,361683.09,2022-02-03 06:00:00
5270,20,13495.93,2022-07-08 11:00:00
5271,51,46653.94,2022-06-21 09:00:00
5272,50,340970.24,2022-07-23 13:00:00
5273,78,22947.09,2022-05-03 14:00:00
5274,31,95639.18,2022-08-19 18:00:00
5275,12,424576.29,2022-10-23 13:00:00
5276,102,137140.2,2022-08-14 07:00:00
5277,1,12353.25,2022-03-30 02:00:00
5278,27,82944.12,2022-03-02 14:00:00
5279,8,172350.66,2022-02-18 00:00:00
5280,22,534694.08,2022-04-29 02:00:00
5281,154,35317.59,2022-01-26 13:00:00
5282,36,38219.5,2022-05-13 16:00:00
5283,59,55859.43,2022-08-17 07:00:00
5284,63,1536001.39,2022-04-05 02:00:00
5285,4,53392.83,2022-03-19 22:00:00
5286,145,332954.91,2022-07-26 22:00:00
5287,19,718998.53,2022-08-29 10:00:00
5288,81,343963.85,2022-11-14 05:00:00
5289,5,94427.64,2022-11-01 12:00:00
5290,26,326086.87,2022-09-29 17:00:00
5291,42,156485.76,2022-04-26 04:00:00
5292,47,233485.76,2022-09-04 17:00:00
5293,47,273171.26,2022-01-02 16:00:00
5294,283,671348.8,2022-06-04 17:00:00
5295,47,207721.74,2022-08-09 06:00:00
5296,235,382334.26,2022-11-19 17:00:00
5297,46,48687.67,2022-03-18 12:00:00
5298,6,104939.66,2022-02-10 13:00:00
5299,773,86876.04,2022-06-23 09:00:00
5300,43,150026.57,2022-08-19 17:00:00
5301,139,54523.51,2022-09-12 22:00:00
5302,107,416675.2,2022-03-05 12:00:00
5303,171,126024.63,2022-09-11 02:00:00
5304,39,38533.17,2022-02-04 19:00:00
5305,12,629618.63,2022-08-05 12:00:00
5306,51,3767.32,2022-04-18 22:00:00
5307,375,134424.67,2022-02-12 11:00:00
5308,135,241064.21,2022-11-26 20:00:00
5309,9,23536.73,2022-06-28 04:00:00
5310,71,120551.59,2022-10-27 07:00:00
5311,15,22231.87,2022-01-21 22:00:00
5312,47,205126.69,2022-06-17 01:00:00
5313,217,150835.11,2022-06-04 02:00:00
5314,1,58325.81,2022-04-06 18:00:00
5315,154,503413.09,2022-09-20 07:00:00
5316,13,79935.37,2022-10-12 07:00:00
5317,219,162437.4,2022-03-27 02:00:00
5318,133,359557.72,2022-09-15 03:00:00
5319,31,229678.36,2022-06-26 01:00:00
5320,37,195787.79,2022-09-08 18:00:00
5321,25,193197.71,2022-05-25 07:00:00
5322,48,6450.83,2022-09-03 12:00:00
5323,34,4095.01,2022-07-29 17:00:00
5324,205,127500.72,2022-08-16 21:00:00
5325,25,71573.63,2022-02-23 22:00:00
5326,62,50893.13,2022-07-19 01:00:00
5327,95,129398.74,2022-09-06 06:00:00
5328,72,304060.19,2022-03-28 17:00:00
5329,137,97663.7,2022-05-11 19:00:00
5330,525,100988.59,2022-03-02 16:00:00
5331,60,566929.64,2022-09-13 20:00:00
5332,6,14780.87,2022-01-18 00:00:00
5333,106,569811.73,2022-09-22 03:00:00
5334,86,440605.43,2022-06-16 07:00:00
5335,194,184880.44,2022-03-21 14:00:00
5336,66,25558.04,2022-04-27 17:00:00
5337,52,160933.23,2022-03-17 21:00:00
5338,152,587411.66,2022-05-20 15:00:00
5339,65,146348.91,2022-04-03 14:00:00
5340,182,241759.63,2022-03-31 00:00:00
5341,32,76919.18,2022-08-30 05:00:00
5342,141,72250.18,2022-06-29 15:00:00
5343,36,5970.03,2022-09-26 22:00:00
5344,76,1087537.06,2022-03-10 04:00:00
5345,85,187567.73,2022-04-17 21:00:00
5346,48,778406.67,2022-09-29 09:00:00
5347,47,10443.53,2022-01-20 16:00:00
5348,205,97544.53,2022-02-06 16:00:00
5349,321,704004.07,2022-03-28 15:00:00
5350,48,210360.04,2022-09-04 18:00:00
5351,125,169443.67,2022-02-07 19:00:00
5352,21,347589.44,2022-02-19 06:00:00
5353,26,94970.96,2022-05-02 10:00:00
5354,55,52796.9,2022-07-27 04:00:00
5355,262,97690.11,2022-07-26 19:00:00
5356,269,130913.27,2022-06-21 23:00:00
5357,86,452973.15,2022-06-01 04:00:00
5358,81,150860.4,2022-05-03 01:00:00
5359,274,209675.4,2022-08-13 17:00:00
5360,134,246751.44,2022-07-27 02:00:00
5361,99,122860.94,2022-04-09 02:00:00
5362,15,110600.1,2022-09-29 16:00:00
5363,19,178590.86,2022-09-22 04:00:00
5364,94,311939.91,2022-02-06 09:00:00
5365,110,215826.54,2022-02-19 12:00:00
5366,67,95884.41,2022-08-14 12:00:00
5367,141,64442.06,2022-06-26 15:00:00
5368,104,299194.56,2022-06-15 07:00:00
5369,151,959534.45,2022-12-18 08:00:00
5370,232,438294.24,2022-07-24 19:00:00
5371,46,233962.83,2022-05-20 11:00:00
5372,48,17666.98,2022-08-20 20:00:00
5373,55,23986.14,2022-05-20 15:00:00
5374,28,16319.05,2022-04-02 11:00:00
5375,703,275500.17,2022-03-30 17:00:00
5376,4,139537.88,2022-03-17 09:00:00
5377,46,222047.45,2022-07-26 04:00:00
5378,44,199912.43,2022-06-14 21:00:00
5379,34,117135.25,2022-05-16 10:00:00
5380,44,74629.83,2022-04-19 10:00:00
5381,170,13420.84,2022-01-20 07:00:00
5382,53,304803.92,2022-11-30 13:00:00
5383,442,885527.88,2022-08-26 15:00:00
5384,48,192959.69,2022-09-23 10:00:00
5385,9,386126.14,2022-01-28 13:00:00
5386,41,698151.49,2022-04-08 05:00:00
5387,25,79514.92,2022-08-05 14:00:00
5388,10,86213.19,2022-08-31 12:00:00
5389,24,3684.29,2022-05-23 09:00:00
5390,210,83887.77,2022-05-05 11:00:00
5391,136,20739.36,2022-03-15 02:00:00
5392,286,185307.51,2022-05-19 22:00:00
5393,11,153783.15,2022-08-03 14:00:00
5394,47,124564.74,2022-10-31 00:00:00
5395,45,87048.74,2022-03-31 01:00:00
5396,173,58035.61,2022-02-13 10:00:00
5397,42,139593.24,2022-02-18 07:00:00
5398,126,171556.14,2022-02-24 03:00:00
5399,4,76804.37,2022-07-25 06:00:00
5400,22,31076.95,2022-11-14 22:00:00
5401,131,127090.35,2022-05-11 16:00:00
5402,10,34860.29,2022-08-20 11:00:00
5403,42,11617.21,2022-02-24 11:00:00
5404,47,335850.76,2022-09-27 05:00:00
5405,40,132840.95,2022-11-08 17:00:00
5406,72,638618.62,2022-05-16 21:00:00
5407,132,933746.07,2022-07-17 07:00:00
5408,62,128499.24,2022-08-08 00:00:00
5409,6,168057.18,2022-09-22 09:00:00
5410,78,617896.68,2022-05-26 11:00:00
5411,63,245944.27,2022-07-10 10:00:00
5412,45,65827.1,2022-07-22 14:00:00
5413,12,124581.1,2022-07-12 19:00:00
5414,137,421420.25,2022-05-21 13:00:00
5415,54,467452.71,2022-03-31 10:00:00
5416,6,5575.35,2022-07-29 03:00:00
5417,162,274588.09,2022-06-28 08:00:00
5418,48,192098.31,2022-03-19 03:00:00
5419,50,73031.31,2022-04-21 22:00:00
5420,37,11354.84,2022-04-23 06:00:00
5421,13,118909.94,2022-07-12 03:00:00
5422,31,429346.74,2022-07-08 03:00:00
5423,67,38884.93,2022-03-23 14:00:00
5424,0,49566.61,2022-03-06 17:00:00
5425,74,39874.43,2022-01-21 07:00:00
5426,8,19365.95,2022-06-12 20:00:00
5427,738,89486.69,2022-10-24 17:00:00
5428,23,17341.95,2022-07-20 08:00:00
5429,8,41370.86,2022-03-05 14:00:00
5430,18,221845.82,2022-05-13 23:00:00
5431,74,361648.34,2022-05-03 09:00:00
5432,197,342038.74,2022-09-01 01:00:00
5433,5,63683.12,2022-02-18 07:00:00
5434,154,115621.67,2022-11-14 01:00:00
5435,34,4818.7,2022-01-30 01:00:00
5436,61,168177.92,2022-06-14 18:00:00
5437,21,29605.87,2022-01-12 13:00:00
5438,78,705583.08,2022-05-01 20:00:00
5439,364,189843.75,2022-06-30 19:00:00
5440,85,420960.98,2022-05-09 09:00:00
5441,514,36713.12,2022-08-14 20:00:00
5442,554,482067.91,2022-03-18 04:00:00
5443,91,12836.46,2022-03-26 16:00:00
5444,94,108831.93,2022-03-12 03:00:00
5445,85,74200.45,2022-02-24 04:00:00
5446,17,29381.54,2022-07-06 17:00:00
5447,97,305008.13,2022-10-21 14:00:00
5448,57,13532.4,2022-07-29 18:00:00
5449,122,410486.93,2022-11-04 11:00:00
5450,61,188929.25,2022-03-27 21:00:00
5451,47,311888.6,2022-02-08 19:00:00
5452,65,47233.43,2022-05-03 08:00:00
5453,480,338586.25,2022-09-21 05:00:00
5454,14,216087.95,2022-09-16 01:00:00
5455,46,13068.23,2022-03-25 06:00:00
5456,198,214126.1,2022-06-03 18:00:00
5457,25,143100.8,2022-07-18 00:00:00
5458,163,261101.41,2022-01-11 05:00:00
5459,66,138941.23,2022-03-09 02:00:00
5460,146,6487.48,2022-07-08 02:00:00
5461,71,142948.82,2022-09-21 21:00:00
5462,36,33961.35,2022-04-19 17:00:00
5463,568,411112.96,2022-03-13 06:00:00
5464,43,342443.53,2021-12-26 04:00:00
5465,15,70538.96,2022-07-25 19:00:00
5466,8,90447.5,2022-09-06 14:00:00
5467,43,688082.83,2022-08-12 12:00:00
5468,64,86612.22,2022-08-09 22:00:00
5469,5,49168.24,2022-01-17 11:00:00
5470,222,81504.59,2022-03-01 15:00:00
